Key,Value
178703270,山貓與哥布林客棧
179752024,拉莫文
180802482,老奇爾孔宅地
181851069,武斯特爾農舍遺跡
182899749,科喬恩城堡
183949105,法爾克特農莊
184997721,骯髒的豪豬酒吧
186046301,格羅姆戈德之蛛網
187094929,扎戈科迪蘇
188143528,切孫小屋遺跡
189193190,西羅古布
190242556,巴羅瓦爾之墳墓
191291157,老努夫棚屋
192339864,莫爾普莊園
193388504,老古奇陋屋
194437841,老莫斯塔棚屋
195486481,阿恩克爾之蛛網
196536104,老莫爾姆塔的農場
197584745,斯丹達爾的哀號重生
198633375,斯丹達爾的神聖之魂
199682739,切肖恩府邸
200732271,不幸的祭司酒吧
201780964,梅圖拉
202829551,米·科羅姆
203879193,格洛爾克的據點
204928583,老庫格特卡的陋屋
205977264,矮人與衛兵酒館
207025856,特爾塔庭院遺跡
208074444,法菲拉爾的衛所
209123897,斯丹達爾的永恆救贖者
210173448,埃芬神龕
211222058,謝什克恩之巢穴
212270681,老福爾德賈的農場
213319309,特爾普倫種植園遺跡
214368756,多爾塔爾塔
215417370,塞爾杜爾公墓
216466044,托爾根宮殿
217514723,索爾彭之要塞
218564063,克蘭府邸
219612654,塞爾斯塔塔
220661236,斯丹達爾的可畏神諭
221709922,菲孫種植園
222759570,索格圖爾果園遺跡
223808184,布拉爾米爾農舍
224856764,賈拉卡普勒克斯
225906201,沙格之據點遺跡
226954808,老納菲拉姆棚屋
228004335,斯丹達爾的恆在之魂
229053016,格里普比斯蛛網
230101594,梅索帕達
231152074,托格姆莊園
232200795,科爾克庭院遺跡
233250323,貝爾德克恩莊園遺跡
234299737,斯丹達爾的祝福之魂
235348344,布利斯府邸
236397881,老德爾格倫陋屋
237446494,勒斯府邸
238495080,小鼠與山羊客棧
239543676,梅爾敦之據點
240592287,尼布阿諾恩之墓室
241641772,卡斯農舍
242690359,老穆爾奇克宅地遺跡
243738940,德爾特府邸遺跡
244787524,費格提爾之採石場
245836138,納雷利達
246884751,老提斯特卡的棚屋遺跡
247933417,老鼠與蠍子客棧
248982810,斯丹達爾的溫柔救贖者
250031467,老格盧爾克恩陋屋
251080048,卡爾普特府邸
252128714,特
253178103,奎奧文神龕
254227629,伊格爾托爾的巢穴
255276232,希利
256324812,巴盧利特爾教區宅
257373454,瓊恩神龕
258423937,斯丹達爾的泣血之魂
259472602,斯丹達爾的歌唱之光
260522155,斯圖爾內爾府邸
261570737,拉明扎爾
262619463,特拉菲倫宮殿
263668060,斯丹達爾的神聖聖像
264717445,拉爾梅爾之巢穴
265766076,骯髒的獵人酒吧
266814675,拉爾格府邸
267863330,諾爾切恩之堡壘
268911915,博斯特爾莊園遺跡
269961337,阿戈古拉納
271011060,維倫的據點
272059640,布勒莫姆莊園
273109087,斯丹達爾的歡愉預兆
274158713,老斯塔丘姆棚屋
275207373,斯丹達爾的聖預兆
276256713,比·科羅姆
277305359,布盧奇恩庭院遺跡
278353957,特羅格洛比斯蛛網
279402560,舞蹈的顱骨旅舍
280451157,老庫爾普恩宅地遺跡
281500599,尼布伊恩古斯之陵墓
282549244,勒奇恩農莊遺跡
283597859,奧薩吉達
284646505,斯丹達爾的聖昇天
285695991,德珍旅舍
286744615,斯丹達爾的可畏救贖者
287793210,西魯里
288841797,格魯格提爾塔遺跡
289891195,拉沃恩農舍遺跡
290939827,格利菲利姆府邸
291988418,拉爾姆墓窖
293037082,科格克恩府邸
294085697,老內爾切姆陋屋遺跡
295135097,克羅爾切姆墓地
296183718,勒倫農莊
297233252,斯勒普克農莊遺跡
298281971,巴里馬爾之古塚
299330569,斯塔杜拉姆之墓陵
300379149,沙斯塔爾的衛所
301427780,努桑之堡壘
302477180,斯丹達爾的內在祭壇
303525778,梅爾德姆農舍
304574455,拉爾礦脈
305623831,嚎叫的巨人旅舍
306672563,多爾圖姆之據點
307721988,斯丹達爾的哀泣日出
308770593,內佐恩城堡
309819214,老沃斯特恩棚屋
310867837,提格之要塞遺跡
311916424,弗洛格滕農莊遺跡
312965044,杜格羅德神龕
314014480,深紅的龍旅店
315063105,老鼠與城堡旅舍
316111685,斯丹達爾的祝福預兆
317160266,瑞恩聖物庫
318208914,吉蘇姆巴卡特
319257524,老莫斯加的棚屋
320306128,老羅格提的農場遺跡
321355517,納雷米達
322404132,克羅夫特的據點
323452780,克羅菲利姆莊園
324501422,內克羅穆拉姆之石塚
325550786,斯丹達爾的溫柔預兆
326599516,弗勒普農莊遺跡
327648095,紅深坑旅舍
328696679,老西奇卡的宅地
329745279,斯丹達爾的無盡日出
330793882,老格爾德薩的陋屋遺跡
331843236,老斯拉倫棚屋
332892809,維吉府邸
333941395,維爾姆戈德之巢穴
334989983,盧金果園
336038589,矮人與雄鹿旅店
337087215,丘爾滕之塔
338135797,費諾·塔爾
339184390,貝爾克城堡遺跡
340233021,伊斯弗努薩
341281613,弗克圖爾墓地
342331000,野蠻的衛兵酒館
343379608,斯丹達爾的神聖救贖者
344428193,老馬爾肯宅地
345476776,老托爾丁宅地遺跡
346525472,蘇格特之堡壘
347574925,阿恩特利加
348623583,老塔倫陋屋
349672193,綠蠍子旅舍
350721642,斯丹達爾的可畏日出
351770233,薩茲之塔
352818852,卡爾倫公墓
353867436,斯丹達爾的歌唱之樹
354916022,澤尼布尼斯
355964708,特利爾特莊園
357014063,貝吉的據點
358062759,比夫塔農舍
359111377,阿西姆梅塞薩之修道院
360159968,女王的顱骨酒吧
280614,科拉諾斯的墳墓
1330211,阿凱的歡愉祭壇
2379774,惡魔岩巫會
3429338,不幸的哥布林酒館
4479901,馬德拉
5528488,老勒茲棚屋
6578066,斯洛金墓窖
7626665,德爾蒙莊園
8675250,老巴茲薩的農場
9724788,歡笑的麝香鼠旅店
10774406,阿凱的祝福預兆
11823947,吉格種植園遺跡
12873513,杜格塔姆府邸
13922119,弗盧爾特·西巫會
14971661,銀裂谷酒吧
16021288,克洛斯提爾之礦坑
17070814,利爾德種植園
18120387,格拉爾杜姆莊園
19169012,阿凱的靜默聖像
20220570,老克羅爾加的宅地
21269149,科倫滕墓地
22318700,阿凱的靜默神諭
23367291,豬與匕首客棧
24416873,布比利加
25465475,老塞格托姆棚屋
26514055,海狸與地城酒館
27563571,阿凱的溫柔之星
28613157,西里利托爾
29661742,老斯塔倫卡的棚屋
30711352,獅子與巨人酒館
31761888,莫文
32810498,利夫倫農莊
33860020,舞蹈的麝香鼠旅店
34908636,不幸的雄鹿酒吧
35957224,老弗利爾塔姆棚屋
37006757,金哥布林酒吧
38055401,迪瓦德紀念碑
39104906,鼴鼠與獅鷲酒館
40153505,紅巨靈酒吧
41202086,阿特拉恩達里
42250688,格格特庭院
43300230,老諾倫基的棚屋遺跡
44349839,金獵人酒館
45398435,黑城堡客棧
46447951,阿凱的燃燒先知
47496543,阿凱的永恆聖像
48546121,內托姆小屋
49594710,不安的匕首旅舍
50644300,德莫多斯洞窟
51693862,維斯特農莊
52743394,斯塔菲林公墓
53791978,薩爾波姆的據點遺跡
54840572,老索爾卡的陋屋
55890138,布博古雷格
56939726,賈盧·塔爾
57988316,尼爾克特城堡
59037842,老福爾尼的宅地
60087432,克格姆之採石場
61136024,因弗伊沃斯的古塚
62184614,老切爾克陋屋
63233210,老維爾寧陋屋
64281800,卡拉姆之採石場
65331301,拉爾滕種植園
66379920,梅爾墓地
67428498,阿凱的泣血日出
68478031,弗盧爾格倫種植園
69526636,芬恩庇所
70575230,蟾蜍與衛兵旅舍
71624781,阿凱的可畏祭壇
72673360,皮塔恩達里
73721998,阿凱的聖預兆
74771525,巴里馬爾之宅邸
75820115,拉斯礦坑
76868705,塔魯爾之採石場
77917283,死亡的巨人旅舍
78966863,科爾普滕農莊
80015445,克盧克特城堡遺跡
81064986,利提瓦魯隆之陵墓
82114541,老薩格提的農場
83163142,沃謝恩之墳場
84211725,蘇斯之據點
85261281,山貓與蠍子旅店
86309862,克魯克特府邸
87358449,杜格塔莊園
88409061,老諾倫加的農場
89458556,矮人與哥布林客棧
90507160,獅子與酒杯旅店
91556742,沃爾姆克塔遺跡
92605339,歡笑的雄鹿酒吧
93654858,貝爾特莊園
94704453,幸運的匕首旅店
95753093,吉西拉·科羅姆
96802664,老弗盧爾姆·西的棚屋
97852176,口渴的鳥酒館
98900755,尖叫的哥布林旅舍
99949360,綠豪豬酒館
100997944,奇沙恩農莊
102046546,不幸的獵人旅店
103095127,爾宮殿
104144622,福夫塔莊園遺跡
105193222,阿凱的哀泣預兆
106241831,拉米里扎爾
107290433,薩希爾東巢穴
108339922,瓦格塔姆宮殿
109388506,達爾特莊園
110437084,阿特雷圖拉納
111485666,費克坦庭院遺跡
112534275,弗拉爾克克城堡
113583869,阿凱的溫柔之光
114632454,塞基托斯鷹巢
115681966,黑頭盔客棧
116730577,飛翔的侏儒旅店
117779168,克盧爾佩爾農莊
118827763,老迪奇克恩宅地
119878318,穆爾彭之礦坑
120927858,法茲果園
121976502,迪斯普利瓦石窟
123026027,薩希魯戈斯
124074624,阿凱的無盡救贖者
125123236,弗祖爾之採石場
126172736,庫爾肯莊園
127221323,阿凱的神聖祭壇
128269915,蝙蝠與龍旅舍
129318524,狐狸與野蠻人旅舍
130368048,弗洛爾特隧道
131416636,布盧克特墓地
132465238,弗利隆庭院遺跡
133513843,爾之墓窖
134563343,薩斯塔礦脈
135611974,阿凱的恆在預見者
136660578,拉爾克爾城堡
137710091,老查爾姆陋屋
138758725,歡笑的巨靈酒館
139807303,阿凱的歡愉聖物
140856833,狐狸與食人魔酒館
141905448,鼴鼠與侏儒酒館
142954036,金刺蝟旅店
144003528,福爾姆特塔
145052109,老格羅奇塔的宅地
146100692,洛夫城堡
147149284,沃吉滕府邸
148197873,塞雷扎爾
149247395,老古爾提的農場遺跡
150295979,銀顱骨旅店
151345575,野蠻的狼酒吧
152394215,綠哥布林酒吧
153443738,盧吉爾採石場
154492334,蝙蝠與巨靈酒吧
155542890,阿凱的無盡預兆
156591521,老斯托爾特·西的農場
157641013,格洛斯特農舍
158689599,維什莊園遺跡
159738185,貝爾比布薩
160786781,格魯爾蒙挖掘場
161836332,野蠻的麝香鼠酒館
162884980,老里斯特陋屋
163933562,丘克托姆城堡
164983033,努爾普恩農莊
166031626,塔西利
167080208,白鳥旅店
168128795,索爾格種植園遺跡
169177410,比爾普滕之據點遺跡
170226015,佩利薩
171275589,丘克通宮殿
172324176,巴羅米斯之墳墓
173372759,杜里姆農莊
174422256,格羅梅貢
175470868,老西爾格克恩棚屋
176519461,阿凱的恆在之光
177568970,尼特莊園
178617558,老吉爾通陋屋遺跡
179667145,老基爾巴的陋屋遺跡
180715735,弗勒德克恩果園
181764321,維爾廷墓地
182812943,勒特莊園
183862425,梅塞圖拉
184911071,埃芬神龕
185960624,迪斯波爾戈尼瓦之巢穴
187009243,多吉莊園
188058712,賽伊聖物庫
189107315,里什克公墓
190155935,米茲特庭院
191204528,布格挖掘場
192253106,喬爾達姆的衛所
193301694,沃菲勒農舍
194350278,圖拉卡西
195398863,克倫滕農莊
196448324,瓦格爾之墓穴
197496981,塔爾塔
198546494,阿吉布努
199595078,阿戈圖達塔
200643689,博爾廷種植園
201692294,生鏽的刺蝟酒館
202740872,多塔爾墓地
203789460,阿凱的哀泣日出
204838962,弗利爾遺跡
205887566,拉斯賈秘社
206936158,阿凱的祝福殉者
207985722,賢者紀念碑
209034323,阿凱的靜默之光
210082903,西奇種植園
211132497,格拉奇克恩農莊
212182056,惡棍與獅鷲客棧
213230643,阿凱的燃燒重生
214279228,阿凱的永恆神諭
215328727,費內萬
216377313,特洛克塔爾庭院
217425940,阿凱的祝福之光
218474536,費尼里托爾
219524037,沃特之墓穴
220572643,烏姆巴斯塔·伊吉
221622164,老克利爾塔陋屋
222670759,老迪爾帕姆陋屋
223719376,老拉爾格卡的宅地
224767955,老弗拉西的宅地
225816546,惡魔的狼酒館
226866112,阿凱的無盡之魂
227914703,斯塔菲蘭果園
228963299,莫斯塔庭院
230012756,西里迪蘇
231061403,老格洛爾奇陋屋
232110005,西爾奇農莊遺跡
233159493,克魯斯特宮殿遺跡
234208431,迪倫克莊園
235257680,老梅爾克滕棚屋
236306258,維格里爾神龕
237354891,特
238403731,老納克坦宅地
239452315,老格爾格姆宅地
240501518,阿凱的無盡先知
241550101,老舒爾德基的陋屋
242598679,庫沃姆宮殿
243647389,阿凱的溫柔殉者
244696885,特爾丹的衛所
245745485,薩希莫塔之洞穴
246794067,卡扎爾之採石場
247842663,克爾德克墓地
248891243,舞蹈的蠍子酒吧
249939839,特爾普恩府邸遺跡
250988472,老克魯爾德卡的宅地
252037912,扎古
253086525,舞蹈的城堡旅店
254135105,不幸的城堡客棧
255183685,梅薩傑爾
256232310,老特利吉·埃的棚屋
257280915,深紅的哥布林酒吧
258329527,弗洛拉爾農莊
259378994,老塞斯塔姆宅地
260427633,老馬利的宅地遺跡
261476410,吉姆·塞神龕
262525663,皮提里雷特
263574243,豬與酒壺酒館
264622863,沃戈姆挖掘場
265671534,斯特夫之據點
266720140,德莫加斯石窟
267769537,黑酒杯旅店
268818143,多克特農莊
269866770,庫格塔城堡遺跡
270915592,索爾克提爾果園
271964817,海狸與刺蝟酒吧
273013426,諾羅姆府邸
274062031,瓦迪賈傑特
275110643,阿凱的溫柔之樹
276159236,帕普扎
277207872,爾礦脈
278256620,西爾切恩墓地
279305835,阿古努通
280354454,塞爾克庭院遺跡
281403107,博爾德特府邸
282451687,希爾特種植園
283500290,不幸的獵人酒吧
284548922,阿格拉納
285598299,阿凱的神聖之光
286646981,爾的衛所
287695809,老內夫賈的陋屋
288745021,口渴的衛兵酒吧
289793627,斯特倫納港灣
290842367,卡吉府邸遺跡
291890961,克勒菲爾克礦坑
292939545,巴隆洞穴
293988262,塞爾特莊園
295037564,狐狸與哥布林酒館
296086275,拉齊爾之要塞
297134854,豬與地城旅舍
298184204,阿凱的可畏神諭
299232783,阿凱的溫柔救贖者
300281370,達爾基瓦魯隆之墓陵
301329967,武朱爾農舍
302378551,舞蹈的仙子旅舍
303427278,老博齊的棚屋
304475879,比爾貢墓窖
305524589,朱巴托內薩洞穴
306573896,皮提拉扎
307622560,諾爾洛戈德的巢穴
308672305,阿凱的聖殉者
309721565,馬斯提恩墓窖
310770162,格拉恩克斯之洞穴
311818880,洛傑姆之要塞遺跡
312867615,老拉爾格特棚屋
313916202,烏姆貝·塔爾
314965464,阿吉里比
316014135,巴格滕之採石場
317062778,薩爾特克莊園
318111361,馬爾杜姆農舍
319159950,瓦爾貢種植園遺跡
320208530,庫維爾農莊
321257128,加爾格小屋遺跡
322305813,巴利利特拉之修道院
323355055,口渴的蠍子旅舍
324403651,法澤爾城堡遺跡
325452413,博爾東種植園
326501073,法塔姆果園
327550356,特勒斯塔恩之據點
328599030,幸運的豪豬旅店
329647642,霍穆諾爾貢之巢穴
330696228,弗洛爾普克墓地
331744867,小鼠與雄鹿酒吧
332793464,老鼠與城堡酒館
333842138,蟾蜍與城堡旅店
334891455,米斯特姆宮殿
335940137,貝爾貝米傑特
336988741,老庫吉·西的棚屋遺跡
338037341,斯拉爾迪姆隧道
339085990,努爾特墓窖
340134602,國王的山羊酒館
341183183,弗什深坑
342232477,圖奇克恩的據點
343281055,芬恩庇所
344329700,老尼古姆棚屋遺跡
345378384,喬德神龕
346426963,爾莊園遺跡
347475549,阿塞姆布羅爾戈內薩洞穴
348524169,山貓與豪豬酒館
349573491,蟾蜍與獅鷲酒館
350622206,女王的酒杯旅舍
351670860,德菲拉姆小屋
352719460,歡笑的頭盔酒吧
353768052,阿凱的祝福聖物
354817345,穆菲爾農莊遺跡
355865932,布爾莊園遺跡
356914570,提斯墓穴
357963190,白城堡旅舍
359011820,克利沃姆公墓
360060417,老格拉爾內姆宅地
361109009,庫澤小屋
362157694,雷爾坎的衛所遺跡
363207017,格拉塞納之深坑
364255625,莫爾克庭院
365304319,弗勒格特農莊遺跡
366352900,朱巴特斯之洞穴
367401481,野蠻的惡棍酒吧
368450071,矮人與貓旅舍
369498677,老弗洛爾特·伊的宅地
370548085,阿恩法恩
371596695,老提爾廷宅地遺跡
372645282,阿凱的神聖神諭
373693874,維什滕礦坑
374742470,諾爾洛斯的蛛網
375791126,阿凱的泣血預兆
376839770,弗利格特爾農舍
377889063,老科里爾棚屋
378937744,薩爾特種植園
379986322,梅爾滕農莊
381034968,老庫斯特薩的農場遺跡
382083548,伊斯法斯庫拉
383132133,死亡的鳥旅店
384180727,尼提恩農莊
385229376,戈爾圖姆府邸
386278617,惡魔的豪豬酒館
387327293,惡棍與獾旅舍
388375874,多爾丘爾庭院遺跡
389424474,海狸與顱骨酒吧
390473067,小鼠與蠍子酒吧
391521701,卡爾馬爾莊園
392570291,西爾菲林礦脈
393618902,老維爾格棚屋
394667540,埃洛托爾
395716850,卡爾普塔遺跡
396765447,達爾克哈姆府邸
397814096,特克圖爾墓地
398862681,羅吉利里
399911306,迪斯公墓
400960003,克拉爾波姆庭院
402008582,拉莫哈布
403057878,國王的麝香鼠旅店
404106556,弗勒什克恩庭院遺跡
405155141,格拉夫滕公墓
406203744,嚎叫的獾酒吧
407252359,惡棍與貓客棧
408300943,薩什洛克爾
409349533,深紅的貓客棧
410398134,阿凱的神聖之魂
411447558,嚎叫的巨人酒吧
412496148,莫什農莊
413544730,巴加吉文
414593314,狐狸與豪豬旅舍
415641905,博斯特倫城堡
416690483,格魯姆拉貢
417739082,托爾克特塔
418787688,巴加德·塔爾
419836266,尖叫的蠍子旅店
420884864,杜格羅德神龕
421934256,惡魔的龍客棧
422982924,迪瓦德紀念碑
424031523,博茲倫農舍遺跡
425080111,提什滕農舍
426128800,鼴鼠與獅鷲客棧
427177389,阿凱的永恆祭壇
428226661,弗拉斯塔恩莊園遺跡
429275510,阿凱的靜默重生
430324093,不幸的巨靈酒吧
431373454,老塞斯巴的棚屋
432422032,基蘭劇院
433470632,歡笑的野蠻人酒館
434519220,馬爾迪爾農莊
435567805,爾之據點
436616438,莫雷達塔
437665023,特勒斯塔農莊
438713608,爾之採石場
439762242,阿凱的祝福之魂
440811747,維格滕宮殿
441860378,老斯圖爾格塔陋屋遺跡
442908961,勒達爾農莊
443957573,努爾波姆深坑
445006152,索爾德克恩隧道
446054731,加斯塔農莊
447103311,努爾馬姆莊園遺跡
448152735,國王的土撥鼠酒館
449201439,紅龍酒館
450250078,巴盧切魯納之洞穴
451299362,老拉爾皮的宅地
452347947,卡爾貢農莊
453396544,索爾菲爾特之據點
454445225,費內圖扎
455493813,老弗爾特宅地
456542412,雷爾提姆莊園遺跡
457591005,奇爾提爾府邸遺跡
458639591,阿凱的恆在之星
459688172,杜格羅德神龕
460736834,諾爾達爾農莊
461786129,米維秘社
462834814,蘇爾塞莊園
463883463,口渴的匕首酒吧
464932068,塔什公墓
465980688,白惡棍旅店
467029300,薩爾努姆塔
468078561,蝙蝠與麝香鼠旅舍
469127163,洛爾喬姆公墓
470175759,斯托塞農莊
471224419,薩霍爾戈內納窪地
472273087,博爾德府邸遺跡
473321671,老尼爾姆塔的陋屋
474370268,拉爾提爾府邸遺跡
475418874,山貓與地城客棧
476467490,吉姆·塞神龕
477516754,曼達·戈拉
478565418,巴盧利特薩之洞穴
479614019,格爾內塔
480662728,惡魔的土撥鼠旅店
481711313,塞爾姆倫種植園
482759903,國王的豪豬旅店
483809207,阿凱的永恆殉者
484857805,特
485906497,伊格托爾鳥舍
486955075,馬雷布雷爾之巢穴
488003661,盧爾德特莊園遺跡
489052329,勒西爾種植園
490100960,帕帕卡拉
491150241,阿凱的祝福先知
492198841,埃洛潘
493247422,德莫爾貢之洞穴
494296001,生鏽的麝香鼠酒館
495344592,希菲拉姆礦坑
496393199,穆孫農舍遺跡
497441778,西什之墓窖
498490387,拉吉農莊
499538966,飛翔的巨人酒館
500587544,費根宮殿
501636224,布爾滕府邸
502684832,格里倫庭院遺跡
503733446,布博比
504782726,老巴爾德賈的農場遺跡
505831379,阿凱的可畏之星
506879971,基蘭劇院
507928598,弗盧克通果園
508977225,爾種植園
510025804,拉羅姆莊園
511074405,福格特農莊
512122992,布盧謝爾宮殿
513171575,紅惡棍客棧
514220177,蝙蝠與地城酒吧
515268759,老圖格卡的農場
516317352,生鏽的刺蝟客棧
517366664,洛爾廷農舍
518415245,弗洛爾坎農莊
519463835,維洛德雷德
520512475,死亡的地城酒吧
521561122,比布迪蘇
522609701,格魯格特克小屋
523658404,赫茲戈斯
524707712,福爾加爾宮殿
525756304,巴爾提門之石塚
526804889,老莫倫塔的農場遺跡
527853505,弗斯農莊遺跡
528902110,吉爾迪爾庭院
529950725,迪維爾農莊
530999355,弗利爾格農莊
532047934,飛翔的蠍子旅舍
533096591,穆爾克採石場
534145858,格里爾明公墓
535194585,塞杜努托爾
536243174,馬羅達斯之深坑
537291752,特澤城堡
538340348,老庫爾塔姆陋屋遺跡
539388960,塞德拉尼
540437567,阿凱的祝福日出
541486151,費倫的衛所遺跡
542534751,格拉爾丁塔
543583342,老博爾德陋屋
544632610,阿凱的神聖預兆
545681192,銀顱骨旅舍
546729808,克里爾普挖掘場
547778446,馬喬恩公墓
548827033,喬德神龕
549875618,塔謝爾墓地
550924196,口渴的惡棍酒吧
551972809,拉尼布
553021396,比薩爾的衛所
554070075,格勒多姆農莊
555118670,阿凱的內在之樹
556167259,老提勒陋屋
557216594,飛翔的深坑客棧
558265179,費斯特恩農舍遺跡
559313778,羅茲特挖掘場
560362360,武爾奇塔農莊
561410967,武克特莊園遺跡
562459550,阿佩拉·戈拉
563508149,索奇克恩採石場
564556749,金裂谷旅舍
565605365,歡笑的侏儒酒吧
566653961,阿凱的溫柔神諭
567702561,死亡的豪豬客棧
568751153,努吉果園
569800487,斯托爾特府邸遺跡
570849065,阿凱的哀號之星
571897682,阿凱的內在預見者
572946261,斯庫爾拉魯戈斯的蛛網
573994872,法奇姆之採石場
575043481,里希恩農莊遺跡
576092130,克盧佐恩果園
577140733,多塔爾的衛所
578189329,舞蹈的哥布林旅舍
579237935,薩菲拉姆莊園
580287209,舞蹈的深坑旅店
581335828,達莫尼達克斯
582384447,老斯洛格棚屋
583433066,小鼠與狗旅店
584481800,舞蹈的侏儒旅舍
585531161,拉爾提姆莊園遺跡
586579741,老基克特宅地
587628343,弗勒倫特葬地
588676931,馬基利文
589725634,格洛斯特府邸遺跡
590774260,塞克托姆果園
591822845,馬基拉·塔爾
592872152,阿凱的無盡殉者
593920756,老梅菲隆陋屋遺跡
594969370,費諾科加
596017981,維爾達姆農莊
597066710,阿凱的泣血昇天
598116045,維爾特農莊
599164838,杜爾德姆的據點
600213419,塞爾滕庭院
