Key,Value
11,"我不知道。[/record]
老實說我真的說不上來。[/record]
真的不清楚……[/record]
去問問別人吧。[/record]
你告訴我啊。[/end]"
12,你的法術書裡沒有任何法術。[/end]
13,"你的地圖上沒有[/center]
這個名稱的地點。[/center]
[/end]"
14,你必須分配完加分點數。[/end]
15,你要向城市守衛投降嗎？[/end]
16,你詢問的未來天數太多了。[/end]
17,在城市裡或城市附近紮營是違法的。[/end]
18,你很健康。[/end]
19,你沒有任何所屬。[/end]
20,阿祖拉之星裡沒有可釋放的靈魂。[/end]
21,你無法訓練超過 50% 的技能。[/end]
22,"你在 %cn。[/center]
現在是 %dat 的 %tim。[/center]
在 %crn 的法律眼中，[/center]
你是 %ltn。[/center]
[/end]"
23,"你必須至少再等 12 小時[/center]
才能再次接受訓練。[/center]
[/end]"
24,"這不需要修理。[/center]
[/end]"
25,"你有 %gii 枚金幣。你想[/center]
丟下幾枚？[/center]
[/input] [/center]
[/end]"
26,"你一次休息不能[/center]
超過 99 小時。[/center]
[/end]"
27,"你一次閒晃不能[/center]
超過 3 小時。[/center]
[/end]"
28,%hnt[/end]
29,"%it已經損壞。[/center]
[/end]"
30,"你沒有疾病。[/center]
[/end]"
31,"你要前往[/center]
%tcn嗎？[/center]
[/end]"
32,"靈魂已被釋放。[/center]
[/end]"
33,"你無法修理魔法物品。[/center]
[/end]"
34,"你沒有任何藥劑材料。[/center]
[/end]"
35,"你的聲望變化如下：[/left]
[/left]
平民： [/pos:x=70,y=0]%r1[/left]
商人： [/pos:x=70,y=0]%r2[/left]
學者： [/pos:x=70,y=0]%r3[/left]
貴族： [/pos:x=70,y=0]%r4[/left]
地下世界： [/pos:x=70,y=0]%r5[/left]
[/end]"
36,"你身為吸血鬼太久沒有滿足[/center]
殺戮的渴望。你無法[/center]
恢復力量。[/center]
[/end]"
37,"這看來像是私人物品。你[/center]
還是要翻找嗎？[/center]
[/end]"
38,"你要使用馬車[/center]
並留在 %cn 嗎？[/center]
[/end]"
100,"你染上了女巫痘。[/center]
它會慢慢削弱你的力量、[/center]
耐力與生命，直到你被治癒[/center]
或死去。[/center]
[/end]"
101,"你染上了瘟疫，[/center]
這是非常嚴重、往往致命的疾病。[/center]
它會迅速蔓延全身。[/center]
染上此病者若未盡快治癒，[/center]
很少能活過幾天。[/center]
[/end]"
102,"你染上了黃熱病。[/center]
你的耐力、意志與生命[/center]
會逐日衰退，直到你找到[/center]
療法或死去。[/center]
[/end]"
103,"你染上了胃腐病。[/center]
除非被治癒，否則這是永久病症，[/center]
特徵是生命每日[/center]
輕微下降。[/center]
[/end]"
104,"你染上了癆病。[/center]
你的意志、敏捷與力量[/center]
會慢慢流失，直到你[/center]
被治癒或死去。[/center]
[/end]"
105,"你染上了腦熱病。[/center]
這是緩慢的死亡：你的意志、[/center]
生命，甚至魅力都會日復一日[/center]
流失。你必須求得療法，[/center]
否則將走向滅亡。[/center]
[/end]"
106,"你染上了沼澤腐病。[/center]
每天你的意志、敏捷[/center]
與力量都會下降，直到你[/center]
衰亡或被治癒。[/center]
[/end]"
107,"你染上了卡利隆的詛咒。[/center]
有些人一兩週內會自行康復，[/center]
但力量、速度與敏捷仍會受損。[/center]
最好盡快治癒此病。[/center]
[/end]"
108,"你染上了霍亂，[/center]
泰姆瑞爾最致命的疾病之一，[/center]
若不極快得到救助，[/center]
必定致命。[/center]
[/end]"
109,"你染上了痲瘋，[/center]
將日復一日慢慢衰亡，[/center]
除非被治癒。[/center]
[/end]"
110,"你染上了傷口腐病，[/center]
會非常緩慢地侵蝕你的[/center]
力量、耐力與生命，[/center]
直到你治癒自己。[/center]
[/end]"
111,"你染上了紅死病，[/center]
這是非常嚴重的疾病，能迅速[/center]
摧毀患者的耐力，甚至摧毀魅力，[/center]
直到得到療法或[/center]
患者死去。[/center]
[/end]"
112,"你染上了血腐病，[/center]
未來數日或數週內會損害[/center]
你的生命、魅力與意志，[/center]
除非你將它治癒。有些人[/center]
找不到療法，因而死於[/center]
此病。[/center]
[/end]"
113,"你染上了傷寒，[/center]
這是致命疾病，會影響患者的[/center]
智力、耐力與生命。[/center]
除非治癒或死亡，[/center]
否則此病永久存在。[/center]
[/end]"
114,"你染上了癡呆症，[/center]
這是可怖的疾病，會慢慢奪走[/center]
患者的智力、意志，[/center]
甚至魅力，直到死亡或[/center]
得到療法。[/center]
[/end]"
115,"你染上了克朗病，[/center]
這是魔法疾病，會日復一日[/center]
吞噬你的智力與天生魔力。[/center]
此病必須治癒，[/center]
否則終將置你於死地。[/center]
[/end]"
116,"你染上了巫師熱，[/center]
這種魔法疾病有時只是煩人，[/center]
有時卻極具破壞力。有人幾乎[/center]
沒察覺就自行退燒，也有人[/center]
因此變得心智衰弱。你的[/center]
天生魔力與智力會日復一日[/center]
流失，最長可達[/center]
三週。[/center]
[/end]"
117,"你中毒了。[/center]
[/end]"
200,"為什麼%ra要把「T.G.I.F.」寫在靴子上？好提醒自己——Toes Go In First，腳趾先伸進去！[/record]
大多數%ra的家譜從不分支！[/record]
%ra跟一瓶波特酒有什麼共通點？從脖子以上都是空的！[/record]
要是腳趾縫裡都是油垢，你大概就是%ra！[/record]
怎麼讓%ra的眼睛發亮？把火把塞進他耳朵！[/record]
要是盔甲上的食物汙漬根本看不出來，你大概就是%ra！[/record]
有人朝%ra女孩耳朵吹氣後，她說了什麼？「謝謝幫我補滿！」[/record]
智力只剩一半的%ra叫什麼？天才！[/record]
%ra女人為什麼穿內褲？好讓腳踝保暖！[/record]
怎麼讓%ra在晨星日笑出來？在終日跟他說笑話！[/record]
只要一杯就能把%ra灌醉。我只是記不得是第十三杯還是第十四杯。[/record]
超過一個%ra的地下室叫什麼？哀嚎酒窖！[/record]
在%nt，吐痰要銅板，嘔吐倒是免費！[/record]
聰明的%ra跟獸哥布林有什麼共通點？都絕種了！[/record]
很多人說%ra的孩子太愛拖延。這個嘛，你再等著看好了！[/record]
%ra雙手緊摀耳朵是在做什麼？拼命抓住一個念頭！[/record]
怎麼知道%ra在說謊？看他嘴巴有沒有在動！[/record]
跟%ra女人說什麼才能把她哄上床？再說一杯麥酒！[/record]
為什麼%cn的%ra冒險者最多，%cn2的哥布林最多？因為%cn2先挑！[/record]
%ra女人早上第一件事是什麼？走路回家！[/record]
%ra女人聽說自己懷孕後說了什麼？「是我的嗎？」[/record]
%ra智力不足的部分，全用愚蠢補回來。[/record]
有智力的東西我不吃，但政客跟%ra我很樂意下肚。[/end]"
201,"憑索瑞格之鬚[/record]
憑奧爾弗之錘[/record]
憑白狼起誓[/record]
憑冰封荒原[/record]
憑霜之父[/record]
冰之母[/record]
霜火[/record]
憑獨孤城峭壁[/record]
憑北海[/record]
憑索瑞格之鬚[/end]"
202,"憑鼠神[/record]
阿麗莎哈德的娼婦[/record]
獸人冠之塵[/record]
憑艾斯維爾之沙[/record]
憑祝福之水[/record]
憑伊布拉哈德之手[/record]
沙漠烈日[/record]
憑乾渴之心[/record]
憑生命之水[/record]
沙魔[/end]"
203,"憑龍牙[/record]
龍牙[/record]
被詛咒的達瓦克[/record]
以吾父之名[/record]
憑羅爾肯[/record]
憑巨錘[/record]
憑矮人王[/record]
矮人王之鬚[/record]
憑守護者之血[/record]
憑初龍[/record]
靈劍[/record]
憑此刃[/record]
憑迪瓦德[/record]
憑卡特里卡[/record]
憑那位少女[/record]
憑弗蘭達爾[/record]
斯丹達爾保佑我們[/record]
憑太陽[/end]"
204,"憑星落之水[/record]
願吾主賜福[/record]
憑墓穴[/record]
讓死亡見鬼去[/record]
憑吾夫人[/record]
憑迷霧[/record]
憑狼[/record]
憑黑暗領主[/record]
高岩之靈[/record]
憑大德魯伊[/record]
憑佩拉吉烏斯[/record]
瘋狂[/record]
憑巨龍[/record]
該死的巨龍[/end]"
205,"沼澤惡魔[/record]
墨林之沼[/record]
憑眾神[/record]
憑阿菲克勒斯之座[/record]
憑命運之刃[/record]
憑孤獨者[/record]
風暴堡之眾[/record]
憑沼澤之靈[/record]
憑母神[/record]
沼火[/end]"
206,"憑埃爾登林地[/record]
憑林木之靈[/record]
憑林木傳說[/record]
憑密斯特里亞的詛咒[/record]
林木之靈[/record]
林地妖精[/record]
憑卡利隆之心[/record]
憑樹根[/record]
埃爾登根之火[/record]
憑火焰[/end]"
207,"憑至高者[/record]
憑白色水晶[/record]
憑埃爾伯恩之林[/record]
憑藍色海峽[/record]
妖精之光[/record]
憑異界[/record]
泰姆瑞爾初靈[/record]
卡西莫蘭之刃[/record]
夏暮島水晶[/record]
憑初靈[/end]"
208,"憑黑島[/record]
憑黑暗者[/record]
憑達格斯烏爾之火[/record]
憑瘋女王[/record]
憑黑喉[/record]
黑暗女神保佑我們[/record]
憑黑夜[/record]
黑騎士之魂[/record]
憑無魂者[/record]
火血[/end]"
250,"[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
%sub 由 %an 著[/record]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
%sub 由 %an 著[/record]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
%adj 由 %an 著[/record]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
%adj %sub 由 %an 著[/record]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
%pp1 %sub 由 %an 著[/record]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
%pp1 %adj %sub 由 %an 著[/record]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
%sub %pp2 由 %an 著[/record]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
%adj %sub %pp2 由 %an 著[/record]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
[/left]
%pp1 %adj %sub %pp2 由 %an 著[/end]"
255,汝來自何方？[/end]
256,"有人喊道：「進來吧。」[/record]
你聽見：「歡迎！」[/record]
一個不耐煩的聲音吼道：「門開著。」[/record]
有人說：「進來吧。」[/record]
一個快活的聲音說：「歡迎來到寒舍。」[/record]
一個聲音喊道：「你可以進來。」[/end]"
260,"「你的光臨讓寒店蓬蓽生輝，[/center]
%pcn。雖然我需要兩倍價錢[/center]
才能養活挨餓的家人，我[/center]
還是願意以 %a 枚金幣賣給你。」[/center]
[/record]
「你真是難纏的砍價高手，[/center]
%pct。通常要價遠高於此，[/center]
但我可以只跟你成交。[/center]
%a 枚金幣，[/center]
它就是你的了。」[/center]
[/record]
「親愛的 %pcf，就算是至親[/center]
或摯友，我也不會考慮以 %a[/center]
枚金幣賣掉那個。也就是說，[/center]
除了你，誰都不行。」[/center]
[/record]
「這遠遠低於公道價——我[/center]
懂行情。不過，在某些極罕見的[/center]
情況下，賺錢並不是最重要的。[/center]
看在你的份上我可以賠本。[/center]
%a 枚金幣，[/center]
好 %pcf，它就是你的了。」[/center]
[/end]"
261,"「%cpn 自豪於擁有[/center]
%cn 最低的價格。雖然你[/center]
跟我砍價砍到日頭西斜，[/center]
我也不能少於[/center]
%a 枚金幣。」[/center]
[/record]
「你跟我討價還價得又久又狠，[/center]
%pcn。就此打住吧。我本來[/center]
會要更多，但對你我只要[/center]
%a 金幣。這真的只是[/center]
一點點錢。」[/center]
[/end]"
262,"「別再講價了。我的價錢是[/center]
%a 枚金幣。要就拿走，不要拉倒。」[/record]
「那就 %a 枚金幣。你已經[/center]
砍到這個價了。」[/center]
[/record]
經過漫長的討價還價……[/center]
「%a 枚金幣是我的最終出價。」[/center]
[/end]"
263,"「別再沒完沒了地扯皮。你顯然[/center]
急需這筆錢。平常我會出得[/center]
更少，但對你我願意[/center]
出 %a 金幣。」[/center]
[/record]
「聽著，我能出的絕對上限就是這個，[/center]
再多我就得賠到脫褲子。[/center]
這是 %a 金幣。拿走吧，然後跟[/center]
朋友們說你坑了我。」[/center]
[/record]
「我只給至親好友這個價。[/center]
市價遠低於此，但我[/center]
覺得可以給你 %a 金幣。」[/record]
「不錯，不錯。多數人我會出更少，[/center]
但對你，%a 金幣。這是我[/center]
絕對最好的出價。[/center]
[/end]"
264,"「也許別處能給你超過 %a 金幣，[/center]
但這是公道價。[/center]
也是我唯一的出價。」[/center]
[/record]
「我可以給你 %a 枚金幣。如果[/center]
別人出得更多，我勸你去找他。[/center]
對我來說它只值 %a 金幣。」[/center]
[/record]
「這種東西市場不大，但我[/center]
能賣掉。我給你 %a 枚金幣，[/center]
完全公道。」[/center]
[/record]
「對，你說得沒錯。品質全面都不錯。[/center]
我願意比標準價多出一點——[/center]
%a 枚金幣」[/center]
[/end]"
265,"「我沒時間應付你這種人。這種垃圾[/center]
我只出 %a。」[/record]
「%a 金幣，小鬼。要就拿走，不要拉倒。」[/center]
[/record]
「別再笨拙地講價了，小鬼。我[/center]
給你 %a 金幣，這就是上限。[/center]
沒得談。」[/center]
[/record]
「聽著，%ra。你我都知道那東西[/center]
再多一金幣都不值，對吧？別裝了。[/center]
你不必答應，但這就是我[/center]
願意付的價錢，%a 金幣。」[/center]
[/end]"
266,"香氛與柔和樂聲撫慰你的神經，[/center]
你跨過門檻。店裡每件物品都[/center]
精心陳列。你在任何物品上都[/center]
找不出絲毫瑕疵。[/center]
[/end]"
267,"這間店比許多店舖裝潢更好。[/center]
貨物整齊擺在架上。[/center]
雖不至於配得上國王，但件件[/center]
都是精工細作。[/center]
[/end]"
268,"店面配置實用直截。[/center]
所有物品看來都構造合格。[/center]
[/end]"
269,"用廢木拼湊的結實架子[/center]
承載著店裡的貨物。物品[/center]
結實堪用，但也就[/center]
如此而已。[/center]
[/end]"
270,"生鏽的舊物扔在原先被丟下的地方。[/center]
所有貨物都露出偷工減料的裂痕與缺口。[/center]
一隻老鼠從你腳上竄過，鑽進[/center]
附近的袋子裡。[/center]
[/end]"
282,"恭喜！你在 %cn[/center]
買下了一棟漂亮的房子。[/center]
[/end]"
283,"恭喜！你買下了一艘[/center]
堅固的船隻，足以載你前往[/center]
伊利亞克灣內任何地方。[/end]"
284,"你已經擁有一艘船。必須先賣掉[/center]
才能再買另一艘。[/center]
[/end]"
285,"這裡不是港口城鎮，%pcn。[/center]
我們沒有船可以賣給你。[/center]
[/end]"
286,"你已經擁有一棟房子。必須先賣掉[/center]
我們才能再賣你另一棟。[/center]
[/end]"
287,"現在是賣方市場。目前[/center]
沒有可供出售的房屋。[/center]
[/end]"
288,"%pcn，你曾拖欠[/center]
本銀行的貸款。我們在任何情況下[/center]
都不會再借錢給你。[/center]
也許你可以去 %reg 以外的[/center]
銀行，試試詐騙他們。[/center]
[/end]"
289,"你在本銀行已有一筆貸款。[/center]
必須全數還清，我們才會[/center]
再借給你。[/center]
[/end]"
290,"非常抱歉，你的帳戶裡[/center]
沒有那麼多錢。[/center]
[/end]"
291,"我是否該理解為，你想把[/left]
所有信用狀都存進來？[/end]"
292,"你的帳戶裡沒有那麼多錢。[/center]
我需要信用狀的全額，[/center]
外加百分之一的手續費。[/center]
[/end]"
293,"我們不開立少於[/center]
一百枚金幣的信用狀。[/center]
[/end]"
294,"你真慷慨，但我們不接受[/center]
溢付。這是找你的錢。[/center]
你的貸款現已全數還清。[/center]
[/end]"
295,"恐怕以你的身分，我們不能借出[/center]
那麼多金幣。對你而言，[/center]
我們的上限是 %ml 枚金幣。[/center]
[/end]"
296,"我們不提供少於[/center]
一百枚金幣的貸款。[/center]
[/end]"
297,"我為 %reg 的銀行索取賞金！[/center]
你拖欠貸款，[/center]
現在必須付出代價！[/center]
[/end]"
298,"我們很樂意以慷慨的 %a 枚金幣[/center]
收購你的房子。屋內所有物品[/center]
都將歸銀行所有。你現在[/center]
準備簽署過戶嗎？[/center]
[/end]"
299,"你的船對我們值 %a 枚金幣。[/center]
請注意，船上所有物品都將[/center]
歸銀行所有。[/center]
你現在要賣掉你的船嗎？[/center]
[/end]"
300,"離開前必須選好三項主要、三項重要[/center]
與六項次要技能。[/center]
[/end]"
301,"離開前請為你的角色職業命名。[/center]
[/end]"
302,"離開前屬性箭頭必須歸零。[/center]
[/end]"
303,"離開前聲望平衡必須歸零。[/center]
[/end]"
304,"你無法再選擇更多優勢。[/center]
[/end]"
305,"你無法再選擇更多劣勢。[/center]
[/end]"
306,"提升難度的匕首不能處於紅色。[/center]
選擇更多優勢可使其上升，[/center]
或選擇更多劣勢使其下降。[/center]
[/end]"
307,"玩家反射決定遊戲的整體速度。[/center]
若選擇極高反射，[/center]
怪物會快速移動與攻擊，[/center]
迫使你迅速操作。[/center]
極低反射表示怪物會[/center]
緩慢移動與攻擊，讓你能採取[/center]
更謹慎、深思的遊玩方式。[/center]
反射設定較低時，角色升級[/center]
會稍慢；設定較高時，[/center]
升級會稍快。[/center]
[/end]"
349,"你已結束閒晃。[/center]
[/end]"
350,你已痊癒。[/end]
351,你不需要休息。[/end]
352,要休息幾小時？[/end]
353,你醒了。[/end]
354,附近有敵人。[/end]
355,你現在無法睡覺。[/end]
360,"我們已被警告過你，%pcn。[/center]
你曾拖欠我們姊妹銀行的[/center]
貸款。這筆錢將用來[/center]
償還那筆壞帳。[/center]
[/end]"
361,"此試玩版允許你使用此公會功能。[/center]
正常情況下，你必須等到[/center]
公會階級更高才能使用。[/center]
[/end]"
362,"迪德拉召喚在匕首雨[/center]
試玩版中無法使用。[/center]
[/end]"
363,"在完整版匕首雨中，你本來[/center]
會獲得一次技能提升。[/center]
但在試玩版中，你的技能[/center]
不得超過 40。[/center]
[/end]"
364,"匕首雨試玩版的時限已到。[/center]
你可以在當地軟體店[/center]
找到匕首雨。[/center]
[/end]"
400,"兒童守護功能目前[/center]
阻止此任務執行。[/center]
[/end]"
401,"死亡並非總是永恆。對某些人[/center]
而言，那只是一段等待。現在[/center]
就是你的等待之時。保持耐心，[/center]
一切都將揭曉……[/center]
[/end]"
402,"我是間諜頭目。伊利亞克灣上發生的[/center]
一切我都知道。別人可能給你謠言，[/center]
但我的傳聞永遠是真的。[/center]
[/end]"
403,"你要把角色屬性[/center]
重設回原始數值嗎？[/center]
[/end]"
454,你沒有足夠的金幣。[/end]
460,"你尚未贏得房屋，%pcn。[/center]
只有公會最高階級的成員[/center]
才會獲贈房屋。[/center]
[/end]"
461,"以你目前的階級，你已經領過盔甲。[/center]
等你在騎士團中升到更高階級，[/center]
我會再給你一件精良盔甲。[/center]
[/end]"
462,"我有一處極佳的產業給你，[/center]
%pcn！讓我在你的地圖上標示。[/center]
[/end]"
463,"我有一件精良盔甲給你。[/center]
[/end]"
465,"我看你的魔力很低。你們術士[/center]
真該更小心一點。[/center]
來，讓我為你補充。[/center]
[/record]
公會為術士補充魔力[/center]
是慣例。[/center]
[/record]
嗯。這樣不行。我們不能讓[/center]
公會術士帶著低魔力到處跑。[/center]
我就幫你補充吧。[/center]
[/end]"
475,匕首雨城堡。[/end]
476,途歇城堡。[/end]
477,哨兵城堡。[/end]
480,"今日不得進行召喚。[/center]
我建議你自己做點研究，[/center]
找出我們舉行召喚的日子。[/center]
[/record]
今天我們不召喚。你不妨到[/center]
公會圖書館看看。那裡有不少[/center]
關於迪德拉召喚的書，包括[/center]
適合召喚的日期。[/center]
[/end]"
481,"今天是 %dat，召喚[/center]
%dae 之日。%pcn，你可願[/center]
賭上性命與靈魂，將 %dae[/center]
召喚到我們這凡俗世界？[/center]
[/end]"
482,"你已經召喚過 %dae 一次。[/center]
只有傻瓜才會想再跟 %dae[/center]
說話第二次。走開。[/center]
[/end]"
484,"%dae 今夜不屑降臨我們的世界。[/center]
若你還想與迪德拉交談，[/center]
改日再來。[/center]
[/end]"
499,"這張羊皮紙碎片標示了[/center]
%map 的位置。你把它記在地圖上。[/center]
[/record]
一張精繪的犢皮紙揭示了[/center]
%map 的秘密位置，你把它記下。[/center]
[/record]
一張新繪的地圖指出失落已久的[/center]
%map 位置，你把它抄下。[/center]
[/end]"
500,"碎陶片在腳下嘎吱作響。[/record]
你聞到一股惡臭。[/record]
你聽見遠處傳來非人的呻吟。[/end]"
501,"你注意到獸人足跡。[/record]
地上滿是獸人足跡。[/record]
那是獸人徽記嗎？[/end]"
502,"這一帶看來有人居住。[/record]
你穿過一條常有人走的路。[/record]
最近有馬經過這裡。[/end]"
503,"你被一副斷裂的手銬絆到。[/record]
遠處那是煙嗎？[/record]
遠處傳來鐘聲。[/end]"
504,"附近躺著大理石塊。[/record]
你經過一根倒塌的柱子。[/record]
一尊碎裂的雕像歇在此處。[/end]"
505,"到處都是土堆。[/record]
這裡地面被深轍劃開。[/record]
你繞過一個裂開的大坑。[/end]"
506,"附近有溪水潺潺。[/record]
這裡的空氣似乎更涼。[/record]
那幾乎像是一條小路。[/end]"
507,"泥土上刻著一道符文。[/record]
你感到隱約不安。[/record]
你看見灌木叢中有動靜。[/end]"
508,"奇異的寂靜將你包圍。[/record]
一群渡鴉從頭上飛過。[/record]
到處散落著枯骨。[/end]"
509,"你注意到一股刺鼻氣味。[/record]
你的眼睛突然刺痛。[/record]
這裡的地面微微震動。[/end]"
510,"鷹身女妖的糞便弄髒了地面。[/record]
空氣中懸著腐肉氣味。[/record]
大型羽毛散落一地。[/end]"
511,"你經過一道低矮石牆。[/record]
鋪路石在腳下叮噹作響。[/record]
藤蔓覆蓋著瓦礫堆。[/end]"
512,"你撥開巨大的蛛網。[/record]
蜘蛛網從樹上垂下。[/record]
嗯。沒有蚊子。[/end]"
513,"巨大的足跡橫過你的路。[/record]
遠處升起煙霧。[/record]
被啃過的骨頭散落地面。[/end]"
514,"到處都是燒焦的骨頭。[/record]
這裡的樹木被火燒焦。[/record]
這裡的空氣似乎更暖。[/end]"
515,"你聞到柴煙。[/record]
最近有人走過這裡。[/record]
遠處有馬嘶鳴。[/end]"
516,"這一帶點綴著裸露的岩石。[/record]
你經過幾塊熔岩巨石。[/record]
這裡的一切都覆蓋著灰燼。[/end]"
517,"有東西在沙子裡挖掘。[/record]
那些看來像蠍子足跡。[/record]
那沙沙聲是什麼？[/end]"
518,"你聞到新翻的泥土。[/record]
一聲低沉的鬼魅呻吟掠過。[/record]
遠處有烏鴉在叫。[/end]"
520,"一聲鬼魅哀號劃破寂靜。[/record]
你絆到一塊倒下的墓石。[/record]
一座敞開的墳墓擋在路上。[/end]"
521,"你聞到獸人。絕對是獸人。[/record]
獸人把這裡的地面踩得亂七八糟。[/record]
一聲刺耳的吼叫讓你猛然停步。[/end]"
522,"有人清理過這裡的灌木。[/record]
你經過一堆柴火。[/record]
附近有鳥鳴。[/end]"
523,"附近傳來鐘聲。[/record]
一具腐爛的屍體掛在樹上。[/record]
一聲絕望的哭喊響起。[/end]"
524,"你經過一排倒塌的柱子。[/record]
藤蔓覆蓋著這裡雜亂的石頭。[/record]
一尊無頭雕像躺在塵土中。[/end]"
525,"你爬過礫石堆。[/record]
一個深坑幾乎擋住去路。[/record]
你經過一堆生鏽的鏟子。[/end]"
526,"陰濕的風拂亂你的頭髮。[/record]
一處泉眼從地面湧出。[/record]
那看來像是一條路。[/end]"
527,"這裡的泥土浸透了血。[/record]
你覺得有人在監視你。[/record]
你經過泥土中一個被踩踏的圓圈。[/end]"
528,"一隻巨大的蝙蝠在頭頂緩慢拍翅。[/record]
不遠處有狼嚎。[/record]
空氣凝滯而壓抑。[/end]"
529,"地面在腳下震動。[/record]
綠色霧氣讓你眼睛灼痛。[/record]
你注意到一股強烈的刺鼻氣味。[/end]"
530,"你跨過一具被吃了一半的屍體。[/record]
到處都是鷹身女妖的羽毛。[/record]
惡臭幾乎讓你作嘔。[/end]"
531,"一塊鬆動的鋪路石差點絆倒你。[/record]
路兩旁是倒塌的石砌。[/record]
你經過荒草叢生的田地。[/end]"
532,"連昆蟲都沉默了。[/record]
你推開一張巨大的蛛網。[/record]
大蜘蛛從你路上竄開。[/end]"
533,"到處都是足跡。巨大的足跡。[/record]
你經過幾棵被連根拔起的樹。[/record]
附近有巨大的篝火在悶燒。[/end]"
534,"地面被火燒得焦黑。[/record]
天氣顯然愈來愈熱。[/record]
你經過一具燒焦的骸骨。[/end]"
535,"你經過一堆悶燒的營火。[/record]
一塊告示寫著「擅入者當心」。[/record]
附近有貓頭鷹輕柔地叫。[/end]"
536,"蒸汽從地縫升起。[/record]
附近有溫泉在冒泡。[/record]
一條小路蜿蜒沒入巨石之間。[/end]"
537,"你經過一個淺沙坑。[/record]
蠍子足跡交錯這一帶。[/record]
一陣巨大的沙沙聲嚇了你一跳。[/end]"
538,"你聞到新葬死者的氣味。[/record]
馬車轍跡延伸出去一段。[/record]
白色花朵散落在路上。[/end]"
550,"盜賊公會賄賂了法官，[/center]
你被判無罪。[/center]
[/end]"
551,"黑暗兄弟會賄賂了法官，[/center]
你被判無罪。[/center]
[/end]"
